北매체  막대한 경제손실 감수한 초특급 방역 아무나 못해 , 북한이 신종 코로나바이러스 감염증(코로나19) 방역 조치로 인한 경제적 손실을 처음으로 언급했다. 대외선전매체 우리민족끼리는 10일  인민의 생명안전을 위한 국가적인 중대사로 내세우시고 라는 제목의 기사에서  
커너스  스타트업 플랫폼 수익 스타트업에 환원한다, 동안 30개의 기업에 직접 투자하는 것을 목표로 하고 초기 스타트업 육성사업을 진행하여 사회적 가치를 지닌 CSV 스타트업 스쿼드 및 플랫폼을 구축할 계획이다. real@heraldcorp.com ▶코로나19 현황보기 ▶선별진료소 확인
코로나19  데이터 상으론 감소세지만  수도권 변수관리가 핵심 , 최근 닷새간 코로나19(신종 코로나 바이러스 감염증) 신규 확진자 수가 눈에 띄게 줄어들었다. 이 추세를 유지할 경우 국내 코로나19 누적 총 확진자 수가 8000명대에서 잡힐 것이란 전문가들의 통계적 분석 추정치도  
[코스닥 마감]美 부양책 기대감에 사흘만에 상승, 신종 코로나 바이러스 감염증(코로나19) 확산세가 여전하지만 장중 미국의 감세 등 경기부양책이 발표되면서 투자심리가 완화된 영향이다. 코로나19가 확산되는 인도 등을 제외하고 국내 증시는 물론 일본  
광양제철소  어르신들께 정성 담은  희망상자  전달, 포스코 광양제철소(소장 이시우)는 코로나19 확산으로 무료급식소 운영이 중단돼 불편을 겪는 어르신들께  하지만 코로나19 확산으로 지난달 6일부터 무료급식소 운영을 잠정 중단했으며  운영 중단 장기화로 해당  
코로나19 업무 폭증 복지부 과장 쓰러져  중환자실 입원중 , 코로나 19 대응으로 업무가 폭증한 보건복지부 A 과장이 과로로 쓰러져 중환자실에 입원 중입니다. 민주당 남인순 의원은 오늘(10일) 국회 보건복지위원회 전체회의에서  코로나 대응 업무가 폭증해서 과로에 시달리던  
통합당 양금희 예비후보 캠프 이차수 사무장 코로나19로 숨져, 미래통합당 양금희 예비후보 선거사무소의 이차수 사무장이 코로나19로 숨졌다. 대구 북구청은 이 사무장이 지난 9일 코로나19로 사망한 것을 10일 파악하고 동선을 확인하고 있다. 북구청은 양 예비후보 선거사무소와  
코로나 안전수칙  언론은 제대로 지키나, 대구 다녀온 중앙일보 기자 서울시청 기자실 출입에 기자 직군 코로나 안전수칙 준수 논란 지방자치단체는 코로나19 감염증 확산을 막기 위해  사회적 거리두기 를 권고하고 있다. 기업들은 자발적으로 재택근무를 시행  
전남도  전국 최초 코로나 19타격 중국수출기업 지원, 전라남도는 착한 임대인과 중국 수출기업 등에 대해 코로나19 피해자를 대상으로 지방세 감면 통합기준안을 마련했다. 전라남도가 마련한 통합기준안은 재산세 과세기준일인 6월 1일 이전에 임대료를 3개월 이상  
코로나19로 착한 임대인 운동?  효과 없어.. 세입·소상공인 지원해야 , 코로나19 확산으로 영업에 어려움을 겪는 상인들을 돕기 위해 시작된  착한임대인 운동 에 대해  현장  소상공인연합회 관계자는  코로나19 사태로 착한 임대인 운동 인지 여부는 높게 조사됐지만 실질 효과에  
코로나19 확진자 대구 92명·경북 12명 증가 한마음아파트 코호트 격리 해제, 대구경북의 신종 코로나바이러스 감염증(코로나19) 확진자 수가 감소되고 있는 것으로 나타났다. 대구시와 경북도  중앙방역대책본부에 따르면 이날 대구지역에서 발생한 코로나19 확진 환자는 전일 오전 0시  
코로나19 극복 시진핑 띄우기 역풍 분위기 속  習 우한 방문, 코로나19 사태 발발후 석달만의 방문 의료진·환자·주민 등 위문 우한서 코로나19 극복  시진핑 띄우기  반감   감사하지 않다  곽예지 기자 yejik@ajunews.com 시진핑(習近平) 중국 국가주석이 신종 코로나바이러스 감염증  
안전보건공단  대구ㆍ경북지역 개인보호장비 긴급 지원?, 개인보호장비 240개  불침투성 보호복 3400벌 전달 안전보건공단(이사장 박두용)은 코로나19로 어려움을  박두용 안전보건공단 이사장은  코로나19 사태는 국가적 재난 상황으로 함께 막으면 이겨낼 수 있다는  
천안 시내버스  22일까지 한시 감회 운행, (본보 9일자 12면) 시는 코로나19 확산으로 시민들의 이동이 줄어 시내버스 이용 승객 역시 기존 대비  정규운 대중교통과장은  코로나19 확산으로 시민들의 이동이 급감함에 따라 불가피하게 버스 운행을  
이탈리아  1개월간  유령국가 , 이탈리아가 코로나19 확산을 막기위해 극단의 조치를 내렸다. 전국토를 1개월간 봉쇄하고 결혼식도 장례식도 금지한다. 사실상  유령 국가로 변하는 것이다. 이탈리아의 주세페 콘테 총리는 9일 코로나19  
국회 의안과 앞에 쌓여있는 코로나 추경안 자료, = 10일 오후 서울 여의도 국회 의안과 앞에 2020년도 제1회 추가경정예산안(코로나 추경) 자료가 놓여 있다. 국회는 이번주부터 코로나19 대응을 위한 11조 7000억원의 추경안을 논의하고 있다. 2020.3.10/뉴스1
 마스크 내놔  막무가내 어르신 나홀로 약국은 무섭다, 신종 코로나 바이러스 감염증(코로나19) 유행으로  마스크 대란 이 이어지고 있는 가운데  1인 약국을 운영하는 약사들이 마스크를 찾는 일부 시민들의 위협적인 행동에 불안감을 호소하고 있다. 실제로 일부 시민들은  
김포 6번째 확진자는  구로 콜센터 지원  접촉자로 밝혀져, 기호일보  KIHOILBO 김포시재난안전대책본부는 코로나19 추가 확진환자 1명이 발생했다고 10일 오전 밝혔다. 이번 추가 확진환자는 지난 달 24일 5번 째 발생 이후 14일 만이다. 추가 확진자는 서울 구로구 신도림 소재  
전남도   코로나19  피해 기업 지방세 감면, 전남도가 착한 임대인과 중국 수출기업 등을 대상으로 하는  코로나19 피해자 지방세 감면 통합기준안 을  지원대상은 3개월 이상 임대료를 인하해 준 임대인과  코로나19  영향으로 매출액의 20% 이상 피해를 입은 중국  
[취재수첩]  시장이 없어서 그렇다고? , 와중에 안타깝게도 천안지역에는 줌바 댄스와 피트니스 강사·수강생을 중심으로 코로나 19 확진자가 발생해  전국 최고  최대 춤축제인 흥타령축제의 본고장 답다 라는 비아냥을 듣고 있다. 코로나19는 처음 겪는  
